,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96
1646,19114,17466,-9527,32488,25090,-37092,29673,30683,-21276,59849,18096,-41588,14438,38135,-13403,38193,10023,2907,7829,41421,-19835,36181,-11000,-21665,-2392,43981,16147,52144,2579,29389,8233,44724,36988,26872,28717,15455,19244,43105,8923,-2724,65786,-341,-2307,62902,11543,-13203,54828,24447,-15884,35884,-17010,-22151,68251,19044,-12872,55706,-9277,-15615,46309,-23300,-51386,56957,-24751,-42109,61408,-2276,-27132,77913,-14644,1173,16931,-4254,7969,37874,-17537,-7645,24108,-1485,-28982,7417,-23992,-34200,-12233,-10251,-24340,5523,-13615,-29384,18844,-11578,-12096,26988,15511,-13083,17255,978
1647,32501,12994,-30248,-7940,22315,30615,14270,35316,-17073,-20479,3525,11237,-7506,7600,-27087,-12076,26650,19474,-29911,2368,-14481,-44772,16271,6851,-11561,1733,-16847,-27391,28100,8590,8556,57874,9839,-36098,47098,-1270,-44229,21125,3131,-45857,90846,-5226,-56393,5541,-1697,-23712,63041,-9927,5838,33180,-5151,-23082,12052,-14725,-25540,8493,809,-765,48965,-3349,-28615,-8513,16828,-8835,-2687,5797,16796,-23733,14408,12561,-10607,-31210,23893,-15294,15886,12345,-2945,-45744,22538,41,-3542,-53504,-7422,-20225,-4781,-8985,-3862,-7031,-35547,3146,7367,-28636,-9628,7288,-12156,-25976
1648,17265,-15274,-11090,28109,-3000,-33607,46624,-22775,-15429,73022,-2056,-30952,2844,-22056,-4081,26446,13108,-47434,9674,24310,6732,4235,21452,-19854,6431,2945,-31900,27821,41071,-9138,-14735,53742,-27506,-19552,41633,-56736,-41164,29169,-47987,-10445,35028,-43041,-5369,33033,-33131,-5284,-18106,-33661,-50650,28675,-6008,-13205,-2426,-22225,-23043,19997,7033,6244,-21262,-6980,-18651,19627,-6971,-97,-16257,-6919,11923,5184,-33891,-16103,12008,-2260,-10937,37168,-3465,-61725,71525,-24599,-125258,117754,-54573,-34413,48673,2007,-68334,46402,-46799,-34722,30404,-57782,-6861,21143,167,2872,-9920,-36042
1649,8438,2896,11551,22361,-36979,43646,27816,15058,42764,16375,-23982,41679,34232,-10158,21946,18426,1407,5280,28336,-25937,-15045,41687,-49621,-22341,12107,-527,-12157,74302,-45979,-4365,6462,3093,-5258,2807,-8832,-28949,-11147,5099,13242,-38017,-16038,-28472,-33975,-6915,13759,-74413,22124,-46788,-36904,21613,36125,-71233,41534,-11037,-36575,43708,-15588,-48468,43196,5823,13708,24864,1889,-3256,22401,28395,5046,63703,5406,-6384,4520,2210,10995,30684,-7532,-33042,11346,-1491,-14975,-9978,-10544,-29090,18993,23361,17817,3135,28217,-15143,10348,-23448,934,29918,-14883,18377,8705,6160
1650,1249,9132,-21976,-26537,72652,-20882,6676,4774,-34314,-26010,54004,4910,-3496,18525,-20440,14488,37236,-53250,-25604,36161,-41893,11810,-14961,-37931,-29522,5964,-33818,-10433,-3273,-26237,-75751,28637,-37193,-34807,18822,-29979,-115061,70791,-5258,-65598,32030,-10228,-100166,42754,18050,-91087,18936,-13806,-59946,61403,27974,-16499,4141,23649,-11112,46698,22151,-31949,-662,14159,-25213,11787,5500,-30157,23063,-9988,-24761,11951,6812,672,-6101,-3117,-56031,-32480,683,-48097,-26751,6795,-17168,-15463,21451,-8828,-9915,20774,-5397,-26768,39998,19279,-10524,22969,4182,-21856,2540,-12248,-6092,-17992
1651,-2017,-9854,5394,11466,-27156,25678,-1474,-74625,16873,12174,-6835,46872,2009,-52813,25441,-4638,13736,53745,23689,-13002,13212,4868,21112,28725,-2726,8259,-14494,16637,8264,-7554,-38956,42814,-32956,-38509,59625,1213,-111168,133838,-40530,-34335,87412,3493,-89745,149701,-24863,-2137,86453,-35854,-10437,12665,-19462,21009,21044,-32574,12766,-13458,-1529,27757,5370,-1727,23264,-10676,-7904,29937,-22100,-22938,4601,-37696,-32659,9264,6600,-10023,25069,-22816,-6521,-4779,6703,-17458,7977,-4046,-11560,4391,12358,8561,-13072,-21964,-23541,-2336,-17313,-9206,14174,7936,-31770,26862,-11454,-12134
1652,-14226,17617,-3991,-45451,16463,-22904,-83701,40930,3300,-43563,8068,-45032,-58035,651,5601,-16298,-12429,-50383,-33363,-38563,5477,-1021,4134,-39467,18016,-27928,25546,-12121,-26338,-2704,59010,-2210,24089,59484,10866,-2501,139222,15747,-22892,77888,-1836,-25254,153169,-6604,-29922,73308,-6783,-31528,18304,4851,5728,20395,-20618,3742,-8774,-9226,10473,6461,-18958,-7908,-2664,-35688,28880,-17107,-7830,-622,-17831,14824,34364,4947,7183,-4337,-21971,-13704,19592,11450,42488,6387,-1260,4628,1279,9259,12465,-10471,-3138,16615,35705,-10883,17799,15693,8349,18169,3893,-14894,-11163,8589
1653,-32813,1383,13608,-76601,19370,48013,-49305,17074,11549,-43171,4667,45632,-11684,54936,-9522,-26717,22296,17658,20367,16624,-26808,-27977,30430,19762,17092,5843,-23637,-65560,-11375,4638,-3031,16689,-15373,-68819,25449,-5761,-17321,-8264,8915,-31434,15813,-29013,-44762,9770,-17471,-39268,34674,-32261,-48655,27666,-12348,-40900,28473,-5910,-25024,15004,-9545,-40368,22801,-28447,-19383,13086,-39470,-30029,12262,-23884,-27224,33409,-9070,-12319,12338,4918,-3396,11378,-19468,10198,-21848,-8754,22872,-4420,-30741,21934,23415,-5471,47197,17919,13382,27243,-4172,7680,13071,15713,2143,20734,14168,75
1654,-17597,19136,-3302,-6657,-943,-40889,-99996,53274,-14371,-7700,-19308,-28740,-128966,71225,-3835,-26368,-16263,-188,-15178,20975,40849,-7354,-10090,1384,-14719,-1763,32934,25310,-17328,18018,2832,31443,-9876,23515,-53329,9937,10722,-598,3934,-251,-24700,7160,27977,15377,2827,27793,-6081,-14992,4034,19017,3179,24515,-11476,-1327,15680,-21965,3154,14513,1751,-13819,18074,9542,-16397,-5958,-3016,6703,10739,-20774,-22045,-8373,2065,-7323,1195,3662,-7899,44466,-18434,-16501,11502,-10956,1832,24164,7409,-6825,-976,3549,16380,17149,2096,72,6382,37742,20841,35754,7088,10446
1655,-33328,-3859,-16244,5244,-16257,-3897,-47026,-14593,-50392,963,-31067,-24634,-28122,-46234,-9948,25995,-2657,-12412,-17588,-14670,-15696,8089,4148,-3551,-10844,-7369,-35566,-6952,15165,24029,-104383,-21848,-44491,-28087,43981,-54637,-88981,24210,-43584,-59674,34025,-34828,-72858,17835,-12859,-49498,-9160,-52310,-51207,11367,-3895,182,10476,-16070,9537,31760,-25866,10418,19189,-6749,-6706,5538,18411,12733,29863,-25544,16427,24359,-10860,-28029,-1946,-28734,18806,6750,2795,1468,-2321,-26103,12166,19170,-2928,1461,29468,5074,16964,10652,6449,-14689,46339,6678,-29986,46968,3122,-4042,45308,2792
1656,-25748,10197,-5732,-34287,12303,-31398,-38718,5511,15716,-32930,20122,-31816,-13309,-24380,4787,-19058,6451,-5959,128,-24937,6744,-25541,-6859,-5325,-5848,15208,7195,-436,-43850,-26813,16323,-38536,6808,-44968,-3519,7120,-23114,-28923,7392,-56942,-8569,-14811,-15056,-20006,-16078,-52810,13732,5835,-20528,28143,-5380,-41057,55549,1296,-50841,56160,12478,-79452,56665,-3412,-48711,18162,-29127,-74598,55943,13690,-61597,47278,-352,-38119,12079,6546,-14789,24022,21999,-13135,16317,6201,-21858,4170,1880,-4642,18519,41397,3728,27906,1723,-12726,18191,12699,-16362,12370,20443,-15093,11860,25303
1657,-857,-10915,7865,-23193,-27503,-4254,5308,14376,14124,-55926,-44689,28294,4073,-40303,-8619,-34565,-51947,11639,-17366,-18872,-7302,-31575,-34108,22015,-51543,-34714,27138,-33503,-74216,35029,-103872,-45345,52572,-69524,-75010,34578,-122869,-56526,19790,-92210,-42507,34393,-84995,-49699,33814,-69731,-63292,-12567,-45412,6223,31827,-19193,-17480,1212,3291,11010,-26298,-3082,5003,-11021,28831,29671,-29132,-10430,30289,-33276,24854,32711,12589,-30646,14967,-8846,-13903,62144,18902,-52726,33134,26648,-139551,143532,-39860,-87054,32736,-17161,-99529,59425,-46313,-32240,8049,-11538,-1228,7066,-10297,-2608,-4364,14903
1658,-1786,-10517,17571,-24621,-14158,15588,18486,6684,18432,-49055,-23119,60807,-25272,-25678,-7747,-37661,-41753,54791,-11819,-12126,25032,-32314,-22751,39042,-52933,-2521,29709,-65703,-39708,16522,-93557,15011,49856,-91973,-17074,32276,-117969,24874,51937,-81245,14068,34893,-94408,16561,35792,-97273,4842,-6693,-22694,25453,36929,-25623,-3963,15381,9000,5510,221,-6973,10203,-25110,36674,13265,-20612,8155,35677,-1082,44559,5010,15447,-5228,26067,21261,42141,47387,45300,-2592,46449,63690,22794,177546,110614,-17492,64050,79884,-3487,94110,76969,490,15828,38824,12532,-240,22307,2530,-9612,18048
1659,47853,21394,5816,50985,11433,21360,49216,62899,51400,15466,38081,33128,17850,27903,12677,-22590,26793,24566,-22680,19008,-6539,-33712,-15929,18032,-20506,42860,14015,-69199,2643,2937,-28276,20932,5884,-67399,14967,-29875,-18501,13044,-26679,-35928,-2,-10425,3498,11079,3933,-11793,48374,-14612,-28136,18308,-5292,12118,60049,-9202,12512,23265,-1181,15101,40977,6209,12857,29518,833,33624,41881,-27811,42252,37366,34076,3048,9673,-5278,52801,37558,-15862,24722,-2281,-32643,37853,37146,-4181,-743,24905,-13939,143,32282,-18820,-17450,40944,16548,25776,38487,-7174,4892,10580,20943
1660,5095,25533,-17461,-3559,327,-42088,-9263,15036,-31711,7249,-9355,-65972,-38654,2594,-31371,1954,-9812,-11733,-15407,-6348,12481,-13300,-33631,8193,-52480,7866,2256,-20155,-1330,28278,-75609,-1209,-5982,-32132,7036,9184,-85276,38331,2566,-36823,15631,9118,-40328,46065,-12677,-11179,38606,2918,277,31524,11105,5202,53797,7031,-3390,62403,18259,-42287,39171,-4761,-48478,36838,14111,-58884,59805,15809,-41759,42988,-1122,-16720,23794,15772,-18500,38703,-10724,4517,37637,3396,-32544,-778,-2071,-26110,7586,2410,-39584,-10627,-5204,-45119,17538,-18696,-8245,26982,24781,9367,26798,1426
1661,-27482,1214,-10950,10840,3607,24310,-28177,-2097,6400,-1969,-2810,37452,-24508,8814,21994,381,-20545,1873,-43516,53816,7033,-15898,-15688,4284,5009,26439,-9537,-30809,34490,133,-10684,47570,11773,6823,40016,41037,-140001,158460,-27135,-46677,75752,34913,-84813,165590,-43104,-16687,102078,26209,-29060,82382,2993,31362,38595,21022,17331,28106,-25085,38495,30421,3235,-6367,-7733,4112,3675,43483,28534,20357,10163,14712,-34121,-712,-8976,-1542,-13290,3685,328,-12273,-1003,-26141,-12073,10153,-33445,1354,-19471,-26280,-8091,-9202,-20261,-12018,2848,-22617,11520,-6945,-19983,5045,10572
1662,-18809,1132,9990,-21748,22077,25485,-49657,30325,-40348,-17779,32673,1599,-27635,30917,-16761,19411,41866,42630,4534,-20532,-1748,534,-18383,30294,6796,-24172,20194,-19609,-5569,24838,-1909,-48804,8750,-12024,-35013,9903,-30954,15934,14972,-25782,-28055,10213,-4901,13717,34601,-11646,-48249,-1609,-14136,-12312,17649,3000,-9657,20992,23619,-12793,27446,703,26470,20941,12024,-13587,6974,5138,-14899,19895,-6433,-22556,22191,-23871,-25144,7754,-44635,-44985,34079,-35046,-21331,46025,-36128,-136346,86384,-46083,-50599,36937,-8396,-67854,50644,-4783,-27248,61286,34377,-13812,2470,-5379,-27780,10226
1663,-814,20767,-9248,11867,15739,-22429,46471,-2310,33354,26390,42730,-20773,34854,35023,-10935,17355,-2032,-43704,-26746,6165,-8342,-34871,7269,-24579,-38623,2347,-10519,-6468,31173,-8854,-50976,27488,-7635,-32451,11280,19649,9458,-6494,-8306,-26231,16991,17410,-3834,-1508,-38978,-39100,5821,33535,-13046,-10274,16550,-11513,3687,675,-25721,-18904,-21213,14522,-20093,-13453,-14981,-2104,-3648,-23417,-6492,-7508,-17416,36894,-6247,-18231,32048,5340,-38182,80553,1885,-19547,84914,-33121,-150375,146924,-51901,-44984,78122,-16921,-88008,77643,-56579,-44778,29767,-50912,-35266,-30374,-23479,-27395,19680,-2699
1664,-8081,-2479,4057,-30101,14844,-1389,-16645,49484,-55051,-59020,35434,-18222,-69255,103284,-18687,-23085,16496,-18227,-822,17072,11723,-1824,-25545,6096,-7068,-42313,-7792,12830,-32051,25626,-7737,-75393,32822,26837,-38572,14315,-14265,-102486,903,-14219,-92995,11031,-27944,-100073,2914,14830,-106929,2973,-6937,-55554,-16218,3389,-53246,31057,10649,-38809,25646,14408,-55165,8166,3332,-7936,36907,12513,-26611,-2183,-1919,-14499,50116,-24,-16262,16158,-22027,-15023,33294,-9277,7252,52337,-40520,15094,65294,-18046,-12366,34000,-48546,3035,41797,-29318,-7867,13380,5,29304,-19415,-27752,-16419,-37
1665,-284,-14004,9782,29676,3074,-560,61607,-32947,12912,62209,-111,8958,98943,-49717,-41455,39422,-2679,31265,-2500,-30670,-6942,-28944,-38973,20823,-11423,14936,43846,-49931,-7724,7451,-51523,53518,34436,-43762,-27523,15308,-63188,62354,53085,-77081,28235,41423,-50976,57005,62622,-97898,47973,33234,-28743,33114,28528,-61837,42039,-20910,-52473,44843,-23724,-54138,47896,-4395,-35570,13274,-45895,-33722,22452,-20667,-41898,8717,-39516,-20650,-1215,-1774,-17831,2038,-11840,-4965,9526,-15179,9353,-5758,-23210,-16722,2336,-8555,21073,31902,1125,5548,-22,16077,32789,-29890,6419,1864,14102,18793
1666,-4318,-13803,2605,27129,-4653,-12159,52290,-53895,-4054,54461,-16027,-20848,70206,-72520,-78193,41197,-17537,24126,-13682,-20902,-18290,-33724,-32504,13365,-4721,15322,36486,-49786,9898,2412,-28021,63285,45802,-44148,-18036,25325,-36128,73270,51369,-60478,46118,33628,-26849,63066,59597,-72315,71506,43643,-11530,34837,32305,-43598,59167,2157,-37100,61296,-8782,-38685,61907,5834,-33101,27298,-34140,-30472,34377,-18870,-40931,20949,-29188,-18256,3653,2836,-19616,8934,-13643,1763,8018,3535,8417,-9757,-17975,-10570,3924,912,30480,20658,6097,12045,-6971,17861,21580,-39113,-2927,10091,8785,11802
1667,-9685,18056,-4617,-78735,47437,24283,-51534,9933,731,-37506,67658,21783,-26493,-7674,-10701,-24015,22320,5143,-32910,-66021,7703,-20923,37423,26232,40004,-54726,13413,-10120,20047,34953,37057,-13565,17922,4373,-14018,42528,16191,-28497,11786,11170,-49333,25368,22489,-2333,23438,27816,-12495,30918,10739,-11406,20130,-10010,-12684,21482,25421,-13296,11100,10819,10496,28104,13115,8032,4483,33550,14017,-23026,-8789,40299,-14500,13073,3668,-12146,13179,26013,-12674,10509,-14510,-27894,17642,28182,-16577,15381,12036,-16677,16700,15036,-20826,4701,12952,-6394,16031,2829,-19384,-7839,2217,-809
1668,-49551,-10591,-25307,9474,2021,-29305,-61568,39920,-57577,-18804,-3028,-55938,-29619,6012,-56849,-11523,-32255,-53293,54367,2508,-46115,-83244,-38015,-45566,17526,37639,-1983,-29658,-7393,38456,-21580,32744,35009,-19792,40186,34730,-11136,22489,49321,-6957,28125,28261,-43757,15636,21169,-20260,29744,37378,-10215,23221,38213,-1355,17939,1268,-9146,36834,10851,-13317,41795,12988,-20756,-306,21265,-31932,8607,16226,-39368,-11772,-11169,-40707,-10747,-12113,-36837,23357,-19558,-25994,30505,-27653,-23740,17484,2867,-28042,-22885,12628,-40780,9750,-10760,-35713,-13515,-4360,-32923,2252,2642,-31973,5841,-10674
1669,-43889,11453,-1249,4143,8921,-26190,-33577,68041,-3894,-19611,13497,-15932,-28103,25900,-31296,-36262,-13466,-47121,37375,-13460,-62495,-96743,7304,-23034,34692,18459,-17134,-21342,111,30750,-6952,33539,18363,3478,40175,20530,2997,18310,29873,6987,24867,14822,-23224,22304,26155,-885,29129,19508,2500,17473,21610,-2481,22689,-28283,15828,28882,9027,6054,43237,16352,-19100,6331,9581,-25809,24052,11082,-37913,7443,15842,-41420,8271,-8028,-24605,36547,-872,-8626,43760,-12438,-7608,22769,20694,-34096,-10123,4138,-24808,24164,10281,-38398,3416,1040,-23229,9950,17673,-25892,21442,4637
1670,11927,28171,-25022,-20433,62202,-49850,7188,16314,-13463,-22639,60473,-59516,3028,18848,-8798,-28077,18305,-47817,-24442,17347,-9145,-27937,-515,-35380,-16501,15669,-1709,-19610,37477,-213,-19982,40981,-2408,6590,16700,-17135,-29633,51230,-24055,29210,3036,-8539,3243,52284,-1443,26848,9171,-37996,-2482,75262,-50394,831,-6289,-68053,17411,69529,-34930,-779,13212,-18783,-24614,28086,5493,-13488,13868,-8670,-33895,58148,23963,6560,30117,-17926,-75019,98959,1376,-52498,9715,1007,-171701,148266,-43176,-78340,42647,-49322,-116344,52428,-61987,-33213,-5891,-22270,-1606,-27274,-14510,-31364,6587,-24933
1671,-57262,-4304,-2410,-201739,19098,-6437,-49503,-11055,-6825,-224310,77505,12938,-71229,37301,-7970,-142460,27608,10551,-76993,44182,10873,-58970,-32768,-8621,-22694,39521,52072,-17477,-14140,21550,-16561,3096,34073,-19179,1025,19323,20872,-44675,47658,15954,-24033,17931,-12619,-20372,13314,2727,-40022,6341,-31555,-11334,60058,-16700,-3507,19867,-24982,-29042,67784,-14657,-24466,22906,-19929,-18681,9005,-3380,-30460,19099,1487,-40647,19395,-23864,-26918,2671,-28076,-36156,50227,11593,-70225,-12073,-31846,-44252,39209,-14997,-7723,17187,-16037,-15995,39143,23532,10920,-577,24039,-1781,-20316,-15580,-39187,7549
1672,28982,8227,-32449,124806,28335,-129716,28561,14228,-24992,153829,4582,-122659,68475,-5576,-38969,121314,18805,-52286,77418,5006,-43026,58306,32569,-4890,20494,30664,-21745,4133,11787,15814,-24296,17440,-9025,-16503,4712,-7052,-66602,34815,32482,-48288,23776,12784,-49688,15119,-19287,-58196,12771,3074,-42592,5613,-14289,-11462,8066,-12946,3577,40079,19875,-9088,35599,-9077,-28429,37680,-32791,-34770,35213,-8894,-52298,44184,-20149,-1650,18742,-12498,-35300,16006,5029,-12834,8542,41153,-32963,-14661,12514,-14006,-18452,403,-19201,-21085,20362,-20837,-41364,18966,-12335,-28203,18807,5666,7010,23276
1673,-7830,11678,14045,-58652,55615,34349,-12521,41010,20437,-61653,59604,19988,-18248,103645,23248,-14101,30940,42318,-32055,52528,30229,-20687,18397,-8328,-31163,29235,45453,16021,-9765,-551,-33067,30468,-21168,-9058,1878,-43479,-77068,112187,-75735,-23225,38669,-50012,-53947,111941,-45428,2947,32130,-42774,-21968,27217,-28728,-16022,2727,-11538,-1592,33228,-12499,-7959,7951,19472,-12115,10860,34943,5189,-20257,22521,-5642,-4393,35607,-2199,-10368,7606,-1933,-12759,-1307,35006,-34816,-19586,24705,-28633,-10938,37022,-15947,10403,38487,-32602,-7094,6990,-11340,-39377,-1787,-24669,-26965,3495,-24835,-3390
1674,-4845,29103,-12905,-10653,45749,8178,-9027,38715,-31039,-11510,12385,-21503,-13564,-1363,-43771,3713,11652,-10899,2853,4138,-20683,25270,846,-13229,-10010,-10594,-14447,-21268,-19606,-27387,-31406,-29473,-18132,-30508,-37642,-23292,-86497,-8420,-7647,-64055,-17795,-25741,-42776,-2758,-11391,-52540,-25466,-32817,-41335,-41877,18010,25877,-22381,-31785,-10302,21914,-12130,25571,-24402,-26896,-7624,3917,-1622,46186,-18021,-19557,-3336,-537,16984,-17344,-14177,-7405,6070,20683,3098,24449,-5003,38569,-9895,14025,-9502,11262,4373,9589,5618,20305,12924,-19409,2428,-17696,23589,3082,11133,-6601,9020,-2484
1675,-21545,-12077,-8332,-24389,-11655,-11978,-84892,13424,-24495,-35081,15201,-5705,-38586,-1726,-42560,-31140,-7227,-11592,-31242,-200,698,-9233,-7535,9124,8954,-13753,6262,7217,18867,-10394,18708,23597,-32493,31288,23746,1769,52147,44028,-22123,64850,16180,-22906,-3702,44860,-32560,15799,-3923,-32788,52769,35757,-25343,51905,-24850,-3120,58292,-16652,-1787,22950,-17215,9076,49309,-13551,-10072,21597,6037,28293,34272,10775,34550,31281,14707,3595,3391,-17457,17457,18275,11253,27857,2138,3134,-8519,3003,29013,29917,4654,-16843,20330,-1731,7332,-2853,-8718,37080,51888,20880,-10379,965
1676,25487,16342,-8378,-12303,1801,-23328,3327,42502,-24460,-2738,-20285,-8451,53260,32120,-29250,32331,-24102,-11264,51270,33307,-17120,6225,-54079,27267,22972,33852,6293,-25752,-2643,-8469,68248,5070,-5703,-18841,-20791,624,40080,6821,-10640,-2169,33425,-23332,17502,37022,-15637,-9287,40721,-21539,11858,28571,-38418,-43166,48421,-43654,-39572,48174,-36822,-1480,69520,-67649,-50193,49894,-50968,-77808,68694,-66983,-56061,23836,-47881,3842,7872,-6361,-29082,33244,-38402,-33894,5284,1297,-7688,39121,-18445,9919,-14812,-20829,-454,2797,-48300,16098,-1973,-18025,4317,-30476,-18754,-62,17479,-22023
1678,-13411,-11317,4092,-65112,-19009,-17473,-4447,-26239,36241,25402,-26140,12346,28083,-25063,57051,8341,-12948,3295,-6252,-48577,10990,56803,3078,-34154,11578,-40316,13637,38463,-16293,20590,9966,-5084,18614,38338,-8810,-6537,9333,-26886,29466,23162,-17440,37829,-35323,-4495,38830,-2951,3993,36557,-17791,3406,58394,-21390,-36358,27440,-11856,-26805,49615,-103177,96345,82052,-51318,8739,77474,-43742,69399,72448,-10368,-10471,2093,-1948,-11677,-2964,-62057,-17188,818,-41414,-55949,-32717,-71551,-91228,22490,-26536,-63157,-9585,-28036,-89656,24116,-20487,-56276,-7464,-27483,-39388,-38872,-72527,-29675,-12135
1679,-18624,17834,-5496,-16302,45643,37695,-39127,6669,-27497,-39384,-3317,-35069,-46364,-32174,-51368,-20332,1808,-13826,-49301,-18754,10860,3961,-28899,-20471,-43477,-20132,-4080,-20784,-39429,-24303,-16777,-17593,-14440,-1552,-45665,6698,-38309,1689,-29642,-26035,-40251,-20962,-13981,6345,2339,-6913,-20424,-14451,-15602,-18346,-15913,-30073,-30625,33812,-36626,-39139,9147,80559,28815,4516,-434,2939,-2956,64665,-4758,-11988,1517,-12366,22655,-14043,-4452,4581,-13822,35396,39576,-48086,34596,45144,-120086,124195,-32157,-74334,47495,-3629,-114370,50511,-28015,-60888,33065,-1718,-38603,47797,18772,-33472,70413,16503
1680,6973,-18189,12264,93774,-62871,30558,17579,-42488,25910,64907,-45515,40781,59366,-19516,34408,70312,-57059,28214,65376,3285,16780,79334,3615,-5351,46927,18071,12930,27200,-10635,32625,24860,1241,47466,22140,-15018,36831,-80147,81559,39946,-5450,37602,45929,-99939,45753,35046,-21902,38892,30327,-42654,-16781,12624,-31155,7673,18186,9796,30753,3372,53405,44665,15658,-2666,66355,34275,15421,15963,439,-7811,27713,31024,-18053,-4677,11301,2558,-4879,5466,8174,-20854,-21086,-17152,-4763,1887,-12181,-29563,-2135,-16567,-5627,2393,10039,-20420,16014,-14217,-24311,39271,-18490,1338,15238
1681,-26356,-1120,6696,-39930,7776,31454,-53602,35703,44329,-4241,-15684,-3215,-41026,15391,-3761,-9501,-27999,12931,-10419,1826,25441,-38920,-13248,29451,-4237,313,3205,7667,4048,-38535,4252,-18767,7599,-10936,23726,-1168,-12983,6733,6836,-38928,17932,4708,-5918,-460,-3139,-44361,29404,-22523,-26682,13917,19334,-31549,9273,-4681,-15839,19290,3662,-5535,29810,-1178,-15002,32789,-30553,-13200,10435,5198,-27986,7973,-18282,-37590,-3698,-15545,-39867,37774,7072,-54212,25686,-17234,-175625,94903,-16358,-86332,52392,-31768,-105761,60111,-41689,-45993,29751,-29378,-21148,8143,-1927,-25200,15690,-14161
